genename,Test_Os1,Test_Os2,Test_Os3,Test_Ch1,Test_Ch2,Test_Ch3,Test_Ad1,Test_Ad2,Test_Ad3,Test_MSC1,Test_MSC2,Test_MSC3
RPS14P5,0,0,0,1,7,0,0,0,0,0,2,0
RPS14P7,0,0,0,0,0,0,0,0,0,0,0,0
RPS14P8,0,0,0,0,0,0,0,1,0,0,0,0
RPS15,1936,252,276,1790,1389,1697,219,2269,8755,2766,3516,5502
RPS15A,2325,514,559,5100,6434,4832,413,1667,2432,6120,8849,1724
RPS15AP1,1,0,0,0,2,1,0,1,4,1,3,1
RPS15AP10,0,0,0,15,0,0,0,0,2,0,2,1
RPS15AP11,1,0,0,1,2,2,1,1,1,1,3,0
RPS15AP12,0,0,0,0,6,0,0,1,0,0,7,0
RPS15AP13,0,0,0,0,0,0,0,0,0,0,2,0
RPS15AP15,0,0,0,0,11,0,0,0,0,0,0,4
RPS15AP16,0,0,0,7,6,2,0,2,1,0,2,3
RPS15AP17,0,0,0,0,0,0,0,0,0,0,0,0
RPS15AP18,0,0,0,0,0,0,0,0,0,0,0,0
RPS15AP24,0,0,0,0,1,0,0,0,0,0,1,0
RPS15AP25,0,0,0,0,0,0,0,0,0,0,0,0
RPS15AP27,0,0,0,0,0,0,0,0,0,0,0,0
RPS15AP28,0,0,0,0,0,0,0,0,0,0,0,0
RPS15AP29,0,0,0,0,0,0,0,0,0,0,5,0
RPS15AP3,0,0,0,0,0,0,0,0,0,0,0,0
RPS15AP30,0,0,0,3,5,9,0,0,0,0,3,0
RPS15AP32,0,0,0,0,0,0,0,0,0,0,0,0
RPS15AP34,0,0,0,0,0,0,0,0,0,0,0,0
RPS15AP36,0,0,0,0,0,0,0,0,2,0,0,0
RPS15AP38,0,0,0,6,0,0,0,0,0,1,2,0
RPS15AP40,0,0,0,0,0,0,0,0,0,0,0,0
RPS15AP5,0,0,0,0,0,0,0,0,0,0,0,0
RPS15AP6,0,0,0,0,0,0,0,0,0,0,0,0
RPS15AP7,0,0,0,0,0,0,0,0,0,0,0,0
RPS15AP9,0,0,0,0,0,0,0,0,0,0,0,0
RPS15P4,3,2,1,10,0,6,2,7,7,28,14,11
RPS15P5,0,0,0,0,0,0,0,0,0,0,0,0
RPS15P9,0,0,0,0,0,0,0,0,0,0,0,0
RPS16,318,11,48,284,909,1427,36,63,8287,659,2580,4863
RPS16P2,0,0,0,0,0,0,0,0,0,0,0,0
RPS16P3,0,0,0,0,0,0,0,0,0,0,0,0
RPS16P5,0,0,0,4,0,2,0,0,0,0,13,0
RPS16P8,0,0,0,1,0,1,0,0,0,0,0,0
RPS16P9,0,0,0,0,0,0,0,0,0,0,0,0
RPS17,61,1,10,45,83,63,11,14,231,33,59,121
RPS17P1,0,0,0,0,0,0,0,0,0,0,0,0
RPS17P11,0,0,0,0,0,0,0,0,0,0,0,0
RPS17P13,0,0,0,0,0,0,0,0,0,0,0,0
RPS17P14,0,0,0,2,0,0,0,0,0,0,0,0
RPS17P17,0,0,0,2,0,0,0,0,0,0,0,0
RPS17P2,0,0,0,0,1,0,0,0,0,2,0,0
RPS17P5,0,0,0,0,0,12,0,0,0,0,1,0
RPS17P7,0,0,0,0,0,0,0,0,0,0,0,0
RPS17P8,0,0,0,5,0,0,0,0,0,0,1,0
RPS18,28337,3198,3167,4215,6473,5316,2210,10910,18694,39495,10166,10412
RPS18P1,0,0,0,0,0,0,0,1,1,0,0,1
RPS18P12,1,0,1,2,2,1,1,0,2,1,4,2
RPS18P13,0,0,0,0,1,0,0,0,0,0,0,0
RPS18P6,0,0,0,0,0,0,0,0,0,0,0,0
RPS18P9,27,0,0,26,41,94,1,36,86,7,91,50
RPS19,10264,2054,2362,3064,3130,4074,1695,4390,14722,13524,5370,6837
RPS19BP1,101,3,22,226,288,211,9,715,409,202,226,455
RPS19P1,2,0,0,0,1,11,0,1,0,1,4,0
RPS19P3,0,0,0,1,1,11,0,0,1,0,3,3
RPS19P6,0,0,0,0,0,0,0,0,0,0,0,0
RPS19P7,0,0,0,0,0,0,0,0,0,0,0,0
RPS2,5541,448,1271,3077,4194,4206,819,1989,47961,12944,8345,30181
RPS20,7448,1360,1811,4539,6561,5608,1197,6588,9857,17958,8697,5554
RPS20P1,0,0,0,1,0,0,0,0,0,0,0,0
RPS20P10,0,0,0,0,0,0,0,0,0,0,0,0
RPS20P12,0,0,0,0,0,0,0,0,0,0,1,0
RPS20P13,0,0,0,2,0,0,0,0,0,0,0,0
RPS20P14,8,3,2,1,9,0,2,11,2,4,11,0
RPS20P15,0,0,0,5,0,34,0,0,0,0,17,0
RPS20P2,0,0,0,0,0,0,0,0,0,0,0,0
RPS20P20,0,0,0,0,2,0,0,0,0,0,7,1
RPS20P22,0,0,0,29,36,10,0,3,3,0,13,7
RPS20P23,0,0,0,0,0,0,0,0,0,0,0,0
RPS20P24,4,0,0,0,1,0,0,0,0,0,1,0
RPS20P25,0,0,0,0,0,0,0,0,0,0,0,0
RPS20P31,0,0,0,0,1,0,0,0,0,0,2,0
RPS20P32,0,0,0,0,0,0,0,0,0,0,0,0
RPS20P33,0,0,0,0,0,0,0,0,3,0,0,1
RPS20P4,0,0,0,6,2,27,0,0,0,0,30,1
RPS20P5,0,0,0,0,0,0,0,0,0,0,0,0
RPS20P9,0,0,0,9,0,0,0,0,1,0,2,0
RPS21,1481,146,245,532,638,1209,61,530,1126,2225,1884,1149
RPS21P1,0,0,0,0,0,0,0,0,0,0,0,0
RPS21P2,0,0,0,0,0,0,0,0,0,0,0,0
RPS21P8,0,0,0,0,0,0,0,0,0,0,0,0
RPS23,6845,779,513,1879,2803,1994,526,4742,10011,12834,5524,4335
RPS23P1,0,0,0,0,0,0,0,0,0,1,0,0
RPS23P10,0,0,0,0,0,0,0,0,0,0,0,0
RPS23P2,0,0,0,1,0,1,0,0,0,0,0,0
RPS23P3,0,0,0,0,0,0,0,1,0,0,0,0
RPS23P4,0,0,0,0,0,0,0,0,0,0,0,0
RPS23P5,0,0,0,1,0,0,0,0,0,0,0,0
RPS23P6,0,0,0,0,0,0,0,0,0,0,0,0
RPS23P7,0,0,0,0,0,0,0,0,0,0,0,0
RPS23P8,13,1,2,5,12,26,3,17,21,18,21,7
RPS23P9,0,0,0,0,0,0,0,0,0,0,0,0
RPS24,4352,989,1259,7186,9064,8610,315,3642,7518,11813,13220,5576
RPS24P1,0,0,0,0,0,0,0,0,0,0,0,0
RPS24P12,0,0,0,1,0,0,0,0,0,0,3,0
RPS24P13,0,0,1,0,0,0,0,0,0,0,0,0
RPS24P16,0,0,0,1,0,0,0,1,0,1,3,0
RPS24P17,0,0,0,1,2,0,0,1,0,0,2,0
RPS24P18,0,0,0,0,0,0,0,0,0,0,0,0
RPS24P6,0,0,0,0,0,0,0,0,0,0,1,0
RPS24P7,0,0,0,0,0,0,0,1,0,0,5,0
RPS24P8,0,0,0,2,1,2,1,3,0,6,5,0
RPS25,5421,750,1026,3587,4409,5134,452,4160,5545,7779,7035,3194
RPS25P3,0,0,0,21,10,2,0,1,2,0,4,0
RPS25P9,0,0,0,7,0,0,0,0,0,0,0,0
RPS26,124,5,268,1225,955,1524,19,575,2224,310,839,1701
RPS26P11,0,0,0,0,0,3,0,0,0,0,0,0
RPS26P13,0,0,0,0,0,0,0,0,0,0,1,0
RPS26P15,0,0,2,0,0,0,0,0,0,0,0,0
RPS26P18,0,0,0,0,0,0,0,0,0,0,7,0
RPS26P2,0,0,0,1,0,0,0,0,0,0,0,0
RPS26P20,0,0,0,0,0,0,0,0,0,0,1,0
RPS26P21,0,0,0,6,0,0,0,0,0,0,4,3
RPS26P24,0,0,0,1,1,0,0,0,0,0,0,0
RPS26P28,0,0,0,1,7,0,0,0,2,0,5,0
RPS26P3,0,0,0,1,0,2,0,0,0,1,0,1
RPS26P30,0,0,0,0,0,0,0,0,0,0,0,0
RPS26P31,0,0,0,2,1,1,0,0,0,0,3,0
RPS26P34,0,0,0,0,0,0,0,0,0,0,0,0
RPS26P35,0,0,0,0,0,0,0,0,0,0,0,0
RPS26P38,0,0,0,0,0,0,0,0,0,0,0,0
RPS26P39,0,0,0,0,0,7,0,0,0,0,0,0
RPS26P4,0,0,0,0,0,0,0,0,0,0,0,1
RPS26P40,0,0,0,1,0,0,0,0,0,0,2,0
RPS26P41,0,0,0,0,0,0,0,0,0,0,0,0
RPS26P42,0,0,0,0,10,0,0,0,0,0,1,0
RPS26P43,0,0,0,0,0,0,0,0,0,0,0,0
RPS26P45,0,0,0,0,0,0,0,0,0,0,0,0
RPS26P47,0,0,0,0,3,0,0,0,0,0,0,1
RPS26P48,0,0,0,0,0,0,0,0,0,0,0,0
RPS26P49,0,0,0,0,0,0,0,0,0,0,0,1
RPS26P52,0,0,0,3,0,0,0,0,1,0,6,0
RPS26P54,0,0,0,0,11,0,0,0,0,0,0,0
RPS26P55,0,0,0,0,0,0,0,0,0,0,0,0
RPS26P56,0,0,0,0,0,0,0,0,0,0,0,0
RPS26P6,0,0,0,0,0,0,0,0,1,0,0,3
RPS26P8,0,0,0,0,1,5,0,1,0,0,1,1
RPS27,8340,1341,1021,6098,9183,8464,741,5127,3783,17109,14650,1806
RPS27A,9728,1165,1745,4452,5037,6256,815,8251,6506,27703,7990,4435
RPS27AP1,0,0,0,1,0,1,0,0,0,0,2,0
RPS27AP10,0,0,0,0,0,0,0,0,0,0,1,0
RPS27AP11,0,0,0,1,1,1,0,1,0,0,2,0
RPS27AP12,0,0,0,13,7,3,0,0,1,0,7,0
RPS27AP13,0,0,0,0,0,0,0,0,0,0,0,0
RPS27AP14,0,0,0,0,0,0,0,0,0,0,0,0
RPS27AP15,0,0,0,1,0,0,0,0,0,0,0,0
RPS27AP16,12,3,5,15,16,16,0,7,47,12,15,18
RPS27AP17,0,0,0,0,0,0,0,0,0,0,0,0
RPS27AP18,0,0,0,0,0,0,0,0,0,0,0,0
RPS27AP19,0,0,0,11,3,1,0,0,0,0,2,0
RPS27AP2,0,0,0,0,0,0,0,0,0,0,0,0
RPS27AP3,0,0,0,0,0,0,0,0,0,0,0,0
RPS27AP5,1,0,1,1,6,3,0,3,14,1,7,4
RPS27AP6,0,0,0,0,0,1,0,1,0,0,0,1
RPS27AP7,0,0,0,15,0,0,0,0,0,0,15,4
RPS27AP8,0,0,0,0,19,0,0,0,0,0,7,0
RPS27AP9,0,0,0,7,0,0,0,0,0,0,0,1
RPS27L,1075,80,121,2571,2431,3863,69,6155,711,2840,4478,1169
RPS27P1,0,0,0,0,0,0,0,0,0,0,0,0
RPS27P10,0,0,0,0,0,0,0,0,0,0,0,0
RPS27P12,0,0,0,6,0,0,0,0,0,0,0,0
RPS27P14,0,0,0,0,0,0,0,0,0,0,1,0
RPS27P15,0,0,0,2,0,0,0,0,0,0,0,0
RPS27P16,0,0,0,1,0,0,0,0,1,0,1,0
RPS27P20,0,0,0,0,0,1,0,0,0,0,0,0
RPS27P21,1,0,0,1,0,0,0,0,0,0,2,0
RPS27P22,0,0,0,0,0,0,0,0,0,0,0,0
RPS27P23,0,0,0,0,0,0,0,0,0,0,0,0
RPS27P25,0,0,0,0,0,0,0,0,0,0,1,0
RPS27P26,0,0,0,0,0,0,0,0,0,0,0,0
RPS27P27,0,0,0,0,0,0,0,1,0,0,0,0
RPS27P29,0,0,0,0,0,1,0,0,0,0,0,0
RPS27P5,0,0,0,0,0,0,0,0,0,0,1,0
RPS28,1056,222,97,522,339,609,117,561,2829,355,862,1964
RPS28P1,0,0,0,0,0,0,0,0,0,0,0,0
RPS28P4,0,0,0,0,0,0,0,0,0,0,1,0
RPS28P5,0,0,0,0,0,0,0,0,0,0,0,0
RPS28P7,15,8,0,7,1,19,0,5,27,9,9,12
RPS29,3196,429,555,366,356,554,401,1349,702,3537,550,466
RPS29P1,0,0,0,0,0,0,0,0,0,0,0,0
RPS29P10,0,0,0,0,0,0,0,0,0,0,0,0
RPS29P11,0,0,0,0,0,0,0,0,0,0,0,0
RPS29P12,0,0,0,0,0,0,0,0,0,0,0,0
RPS29P13,0,0,0,0,0,0,0,0,0,0,0,0
RPS29P14,0,0,0,0,0,0,0,0,0,0,0,0
RPS29P15,0,0,0,0,0,0,0,0,0,0,0,0
RPS29P16,0,0,0,2,0,0,0,0,1,0,1,0
RPS29P17,0,0,0,0,0,0,0,0,0,0,0,0
RPS29P19,0,0,0,0,0,0,0,1,0,0,0,0
RPS29P2,0,0,0,0,0,0,0,0,0,0,0,0
RPS29P20,0,0,0,0,15,0,0,0,0,0,0,0
RPS29P21,6,0,0,0,0,0,0,0,0,0,0,0
RPS29P22,0,0,0,0,0,0,0,0,0,0,1,0
RPS29P23,0,0,0,0,0,0,0,0,0,0,0,0
RPS29P24,0,0,0,0,0,0,0,0,0,0,0,0
RPS29P26,0,0,0,0,0,0,0,0,0,0,0,0
RPS29P27,0,0,0,0,0,0,0,0,0,0,0,0
RPS29P28,0,0,0,0,0,0,0,0,0,0,0,0
RPS29P29,0,0,0,0,0,0,0,0,0,0,0,0
RPS29P3,2,0,0,0,0,0,0,0,0,0,0,0
RPS29P30,0,0,0,0,0,0,0,0,0,0,0,0
RPS29P31,0,0,0,0,0,0,0,0,0,0,0,0
RPS29P32,0,0,0,0,0,0,0,0,0,0,0,0
RPS29P33,0,0,0,0,0,0,0,0,0,0,0,0
RPS29P5,0,0,0,0,0,0,0,0,0,0,0,0
RPS29P6,0,0,0,0,0,0,0,0,0,0,0,0
RPS29P7,0,0,0,0,0,0,0,0,0,0,0,0
RPS29P8,0,0,0,0,1,0,0,0,0,0,0,0
RPS29P9,0,0,0,0,0,0,0,0,0,0,0,0
RPS2P1,0,0,0,0,0,0,0,0,1,0,0,0
RPS2P15,0,0,0,1,0,0,0,0,0,0,2,0
RPS2P16,0,0,0,5,0,0,2,1,1,0,0,4
RPS2P17,0,0,0,0,1,0,0,0,6,3,0,2
RPS2P18,0,0,0,4,0,0,0,0,0,0,0,0
RPS2P2,0,0,0,0,0,0,0,0,0,0,1,0
RPS2P24,0,0,0,0,0,0,0,0,0,0,0,0
RPS2P25,0,0,0,4,0,0,0,0,0,0,0,0
RPS2P28,0,0,0,13,0,1,0,0,0,0,1,0
RPS2P32,1,0,2,1,6,1,3,16,22,0,4,7
RPS2P35,1,0,0,0,0,1,0,0,0,1,1,0
RPS2P36,0,0,0,0,11,0,0,0,0,0,0,0
RPS2P39,0,0,0,0,0,0,0,0,0,0,0,2
RPS2P4,0,0,0,0,0,0,0,0,1,0,0,0
RPS2P41,0,0,0,0,0,0,0,0,0,0,2,0
RPS2P44,0,0,0,6,0,0,0,0,1,0,1,1
RPS2P45,0,0,0,0,0,19,0,0,0,0,3,0
RPS2P46,8,0,11,19,24,25,1,4,203,106,34,111
RPS2P48,0,0,0,1,2,1,0,0,0,0,2,0
RPS2P5,3914,174,559,260,250,600,186,1093,2327,7776,49,1432
RPS2P52,0,0,0,0,0,0,0,0,0,0,0,0
RPS2P55,3,0,0,4,2,12,0,0,7,35,9,5
RPS2P6,0,0,0,0,0,0,0,0,0,0,1,0
RPS2P7,0,0,0,8,1,1,0,0,0,1,3,0
RPS3,8503,1060,1949,2042,2646,3352,907,3762,19343,20340,6116,10773
RPS3A,6627,577,824,10963,15256,13552,1082,4981,19040,12182,20072,10433
RPS3AP1,0,0,0,0,0,0,0,0,0,0,0,0
RPS3AP10,0,0,0,0,0,0,0,0,0,1,0,0
RPS3AP11,1,0,0,0,0,0,0,0,0,0,1,0
RPS3AP12,0,0,0,6,3,0,0,0,0,0,7,0
RPS3AP13,0,0,0,0,0,9,0,0,1,0,0,0
RPS3AP14,0,0,0,0,0,0,0,0,1,0,0,0
RPS3AP15,0,0,0,0,0,0,0,0,0,0,0,0
RPS3AP16,0,0,0,0,0,0,0,0,0,0,0,0
RPS3AP17,0,0,0,0,0,0,0,0,0,0,0,0
RPS3AP18,0,0,1,0,0,0,0,0,0,0,0,0
RPS3AP19,0,0,0,0,0,0,0,0,0,0,0,0
RPS3AP2,0,0,0,6,0,0,0,0,0,0,0,0
RPS3AP20,0,0,0,0,2,9,0,3,1,2,2,0
RPS3AP21,20,1,1,1,3,3,2,5,1,3,6,0
RPS3AP22,0,0,0,1,1,1,0,0,0,0,0,0
RPS3AP23,0,0,0,0,0,0,0,0,0,0,2,0
RPS3AP24,0,0,0,0,0,0,0,0,0,0,0,0
RPS3AP25,0,0,0,0,11,5,0,0,0,0,2,0
RPS3AP26,16,1,0,47,98,61,0,0,72,1,85,24
RPS3AP27,0,0,0,0,0,11,0,0,0,0,1,0
RPS3AP28,0,0,0,8,0,0,0,0,0,0,1,0
RPS3AP29,0,0,0,0,0,0,0,1,1,0,0,0
RPS3AP3,0,0,2,0,0,0,0,0,0,0,3,0
RPS3AP30,0,0,0,0,0,0,0,0,0,0,0,0
RPS3AP31,0,0,0,0,0,0,0,0,0,0,0,0
RPS3AP32,0,0,0,4,0,0,0,0,0,0,3,0
RPS3AP33,0,0,0,0,0,0,0,0,0,0,0,0
RPS3AP34,0,0,1,0,0,0,0,0,0,0,1,0
RPS3AP35,0,0,0,15,0,0,0,0,0,0,0,0
RPS3AP36,0,0,0,0,0,5,0,0,0,0,2,0
RPS3AP37,0,0,0,9,2,5,0,0,0,0,4,0
RPS3AP38,0,0,1,6,33,24,0,1,11,0,16,18
RPS3AP39,0,0,0,0,0,0,0,0,0,0,0,0
RPS3AP4,0,0,0,1,0,0,0,0,0,0,0,0
RPS3AP40,0,0,0,0,0,0,0,0,0,0,0,0
RPS3AP41,0,0,0,0,6,0,0,0,0,0,1,0
RPS3AP42,0,0,1,0,0,0,0,0,0,0,0,0
RPS3AP43,0,0,0,0,0,0,0,0,0,0,0,0
RPS3AP44,0,0,0,13,4,1,0,1,3,0,3,2
RPS3AP46,0,0,0,0,0,0,0,0,0,0,0,0
RPS3AP47,0,0,0,4,13,12,0,3,3,3,2,1
RPS3AP48,0,0,0,0,0,0,0,0,0,0,0,0
RPS3AP49,1,1,0,8,3,2,0,1,0,1,4,0
RPS3AP5,9,0,0,5,10,8,0,2,1,2,13,0
RPS3AP50,0,0,0,0,22,0,0,0,0,0,0,0
RPS3AP51,0,0,0,0,0,0,0,0,0,0,0,0
RPS3AP52,0,0,0,0,0,0,0,0,0,0,0,0
RPS3AP53,0,0,0,0,0,0,0,0,0,0,0,0
RPS3AP54,0,0,0,0,0,0,0,0,0,0,0,0
RPS3AP6,296,21,12,88,113,190,38,105,109,345,208,44
RPS3AP7,0,0,0,0,0,0,0,0,0,0,0,0
RPS3AP8,0,0,0,0,8,0,0,0,0,0,0,0
RPS3AP9,0,0,0,0,0,0,0,0,0,0,0,0
RPS3P1,0,0,0,0,0,0,0,0,0,0,0,0
RPS3P2,0,0,0,15,1,54,0,0,0,0,6,1
RPS3P6,0,0,0,0,0,0,0,0,0,0,0,0
RPS3P7,0,0,0,0,0,0,0,0,0,0,2,0
RPS4X,10900,871,1768,6093,9141,8607,1698,6470,17662,19198,24460,8113
RPS4XP1,0,0,0,2,3,1,0,0,0,1,5,2
RPS4XP10,0,0,0,0,0,0,0,0,0,0,0,1
RPS4XP11,1,1,0,6,0,4,0,4,0,1,4,0
RPS4XP12,0,0,0,0,0,0,0,0,0,0,0,0
RPS4XP13,0,0,0,0,0,1,0,0,0,0,2,0
RPS4XP14,0,0,0,1,0,0,0,0,1,0,6,1
RPS4XP15,0,0,0,0,0,0,0,0,0,0,0,0
RPS4XP16,0,0,0,1,20,0,0,3,17,3,6,14
RPS4XP17,0,0,0,5,0,8,1,0,0,2,2,0
RPS4XP18,0,0,0,0,0,0,0,0,0,0,0,0
RPS4XP19,1,0,0,2,0,0,0,0,0,0,0,0
RPS4XP2,1,0,0,8,1,7,0,0,0,0,3,0
RPS4XP20,0,0,0,0,0,0,0,0,0,0,1,0
RPS4XP21,0,0,0,0,0,0,0,0,0,0,0,0
RPS4XP22,0,0,0,3,5,1,0,0,1,0,6,2
RPS4XP23,0,0,0,0,0,0,0,0,0,0,0,0
RPS4XP3,3,0,1,4,1,1,0,3,0,2,1,0
RPS4XP4,0,0,0,0,0,0,0,0,0,0,0,0
RPS4XP5,0,0,0,12,0,8,0,0,2,0,0,0
RPS4XP6,1,0,0,5,17,1,0,0,3,1,9,2
RPS4XP7,0,0,0,0,0,0,1,0,0,0,0,0
RPS4XP8,0,0,0,0,0,0,0,0,0,0,1,0
RPS4XP9,0,0,0,0,0,0,0,0,0,0,2,0
RPS4Y1,0,0,0,718,1215,1051,0,1,2048,0,111,1325
RPS4Y2,0,0,0,0,0,0,0,0,0,0,0,0
RPS5,3091,535,897,2583,2659,2670,748,3351,13475,6434,4747,6445
RPS5P2,0,0,0,14,7,0,0,0,0,0,0,0
RPS5P3,0,0,0,0,0,0,0,0,0,0,0,0
RPS5P7,0,0,0,0,0,0,0,0,0,0,0,0
RPS6,35853,2229,3607,9824,13884,12845,3161,24167,24970,48249,21320,11688
RPS6KA1,5,0,0,7,17,0,0,9,5,0,10,21
RPS6KA2,2323,12,27,1234,1650,1874,131,2545,2697,1635,1897,2753
RPS6KA2-AS1,0,0,0,0,0,0,0,0,0,0,0,0
RPS6KA2-IT1,9,0,0,0,0,18,0,0,4,0,1,1
RPS6KA3,37,1,10,1028,1131,1088,1,247,981,52,2086,1067
RPS6KA4,46,2,3,118,100,185,3,202,484,123,181,552
RPS6KA5,0,0,2,118,44,12,0,4,50,0,70,27
RPS6KA6,10,3,4,124,84,51,1,73,97,87,240,241
RPS6KB1,108,5,10,581,824,902,5,566,552,112,1179,617
RPS6KB2,128,1,29,180,136,144,7,231,301,499,223,452
RPS6KC1,193,22,25,721,810,849,14,440,504,214,1413,611
RPS6KL1,0,0,0,1,8,0,0,4,2,3,9,5
RPS6P12,0,0,0,5,0,0,0,0,0,0,0,0
RPS6P14,0,0,0,4,0,0,0,0,0,0,0,0
RPS6P15,0,0,0,7,0,0,0,0,0,0,0,0
RPS6P16,0,0,0,0,0,0,0,0,0,0,19,1
RPS6P2,0,0,0,4,0,0,0,0,0,0,0,0
RPS6P20,0,0,0,6,14,0,0,0,0,0,0,0
RPS6P21,0,0,0,0,0,0,0,0,0,0,0,0
RPS6P22,0,0,0,2,0,0,0,0,0,0,1,0
RPS6P23,0,0,0,0,0,0,0,0,0,0,0,0
RPS6P25,12,0,0,0,1,1,0,0,0,2,5,2
RPS6P3,0,0,0,1,0,0,0,0,0,0,1,0
RPS6P4,0,0,0,0,2,0,0,0,0,0,0,0
RPS6P7,0,0,0,0,0,0,0,0,0,0,0,0
RPS6P8,0,0,0,9,0,0,0,0,0,0,1,1
RPS7,3727,436,561,1878,2280,2236,642,3292,4932,4978,3710,5307
RPS7P1,11,2,0,8,8,6,1,14,24,5,12,28
RPS7P10,0,0,0,0,1,11,0,0,2,0,1,4
RPS7P11,0,0,0,1,0,2,1,2,6,11,9,6
RPS7P12,0,0,0,1,0,6,0,0,0,0,0,0
RPS7P13,0,0,0,0,0,0,0,0,0,0,0,0
RPS7P14,0,0,0,0,1,0,0,0,0,0,0,0
RPS7P15,0,0,0,0,0,0,0,0,0,0,2,1
RPS7P2,0,0,0,0,0,0,0,0,0,0,0,0
RPS7P3,0,0,0,1,0,2,0,0,0,0,1,0
RPS7P4,0,0,0,0,0,0,0,0,0,0,4,0
RPS7P5,0,0,0,0,0,0,0,0,0,0,0,0
RPS7P6,0,0,0,0,0,0,0,0,0,0,0,0
RPS7P7,0,0,0,0,0,0,0,0,0,0,0,0
RPS7P8,0,0,0,0,0,0,0,0,0,0,0,0
RPS7P9,0,0,0,4,0,0,0,0,0,0,0,0
RPS8,18829,2106,2279,4716,6251,5457,1687,11016,16720,31671,10457,8927
RPS8P10,0,0,0,0,0,0,0,0,0,0,0,0
RPS8P3,0,0,0,0,0,0,0,0,0,0,0,0
RPS8P4,1,0,0,0,0,0,1,0,0,0,0,0
RPS8P6,0,0,0,0,0,0,0,0,0,0,0,0
RPS9,4013,651,1192,1017,1519,1390,532,2643,13869,6022,2727,6570
RPSA,6307,713,2025,5801,5660,7727,949,4240,15584,9192,8699,12895
RPSAP1,0,0,0,0,0,0,0,0,0,0,0,0
RPSAP10,0,0,0,0,0,0,0,0,0,0,0,0
RPSAP11,0,0,0,0,0,0,0,0,5,0,0,0
RPSAP12,1,0,0,4,2,0,1,0,6,1,1,4
RPSAP13,0,0,0,0,0,0,0,0,0,0,1,0
RPSAP15,0,0,0,0,0,19,0,0,9,1,4,8
RPSAP16,0,0,0,0,0,7,0,0,0,0,5,0
RPSAP17,1,0,0,0,0,2,1,1,0,0,0,0
RPSAP18,0,0,0,2,1,12,0,1,1,0,11,1
RPSAP19,0,0,0,0,9,0,0,0,3,0,2,4
RPSAP2,0,0,0,2,0,0,0,0,0,0,0,0
RPSAP20,0,0,0,0,0,0,0,0,0,0,0,0
RPSAP21,0,0,0,0,0,0,0,0,0,0,4,0
RPSAP22,0,0,0,1,0,0,0,0,0,0,0,0
RPSAP23,0,0,0,0,0,0,0,0,0,0,0,0
RPSAP24,0,0,0,0,0,0,0,0,0,0,0,0
RPSAP25,0,0,0,0,0,0,0,0,0,0,0,0
RPSAP27,0,0,0,0,0,0,0,0,0,0,0,0
RPSAP28,0,0,0,0,7,0,0,0,0,0,0,0
RPSAP29,0,0,0,0,1,0,2,0,0,16,3,0
RPSAP3,0,0,0,0,1,0,0,0,0,1,2,0
RPSAP31,0,0,0,0,0,0,0,0,3,0,0,0
RPSAP32,0,0,0,8,0,0,0,0,0,0,0,0
RPSAP33,0,0,0,2,0,0,0,0,0,0,0,0
RPSAP34,0,0,0,0,0,0,0,0,0,0,0,0
RPSAP35,0,0,0,1,0,0,0,0,0,0,0,0
RPSAP36,0,0,0,3,0,11,0,0,0,0,5,0
RPSAP37,0,0,0,0,0,0,0,0,0,0,0,0
RPSAP38,0,0,0,0,0,0,0,0,0,0,0,0
RPSAP39,0,0,0,0,0,0,0,0,0,0,0,0
RPSAP4,1,0,0,0,0,0,0,1,0,0,1,0
RPSAP40,0,0,0,0,0,0,0,0,0,0,0,0
RPSAP41,0,0,0,0,0,0,0,0,0,0,3,0
RPSAP42,0,0,0,0,0,0,0,0,0,0,0,0
RPSAP43,0,0,0,6,0,0,0,0,0,0,0,0
RPSAP44,0,0,0,0,0,0,0,0,3,0,0,3
RPSAP45,0,0,0,0,0,0,0,0,0,2,0,0
RPSAP46,0,0,0,0,0,0,0,0,0,0,1,0
RPSAP47,0,0,0,2,0,0,0,0,21,1,4,23
RPSAP48,0,0,0,0,0,0,0,0,0,0,0,0
RPSAP49,0,0,0,1,0,0,1,0,0,0,0,0
RPSAP5,0,0,0,0,0,0,0,0,0,1,0,0
RPSAP50,0,0,0,0,0,0,0,0,0,0,0,0
RPSAP51,0,0,0,0,0,24,0,0,0,0,0,0
RPSAP52,10,0,1,86,156,56,0,2,6,0,91,110
RPSAP53,1,0,1,0,6,0,0,0,0,0,0,0
RPSAP54,0,1,0,1,1,0,0,0,2,3,2,1
RPSAP55,0,0,0,0,0,1,0,0,0,0,1,0
RPSAP57,0,0,0,9,0,0,0,0,0,0,7,4
RPSAP58,9,0,7,145,402,28,2,2,344,14,185,215
RPSAP59,0,0,0,0,0,0,0,0,0,0,0,0
RPSAP6,0,0,0,1,0,7,0,0,0,0,5,1
RPSAP60,0,0,0,0,0,0,0,0,0,0,0,0
RPSAP61,0,0,0,0,0,14,0,0,0,1,0,0
RPSAP62,0,0,0,0,0,0,0,0,0,0,0,0
RPSAP63,0,0,0,0,0,1,0,0,0,0,0,0
RPSAP64,0,0,0,0,0,5,0,0,0,0,0,0
RPSAP66,0,0,0,0,0,0,0,0,0,0,0,0
RPSAP67,0,0,0,0,0,0,0,0,1,0,0,0
RPSAP68,0,0,0,3,0,0,0,0,0,0,0,0
RPSAP69,0,0,0,0,0,0,0,0,0,0,0,0
